genre,sold by,daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,publisher.name,publisher.type,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews,PublisherId
genre fiction,Simon and Schuster Digital Sales Inc,1000.09,1000.09,5000.45,3000.27,455,Threshold Editions,big five,0,10.99,227,0,209
genre fiction,Random House LLC,1039.182,1039.182,5195.91,3117.546,453,Knopf,big five,4.74,11.47,228,99,210
nonfiction,"Amazon Digital Services,  Inc.",291.5055,156.9645,448.47,0,453,(Indie Publisher),indie,4.62,0.99,228,48,211
genre fiction,Penguin Group (USA) LLC,450.098,450.098,2250.49,1350.294,451,Penguin Books,big five,3.6,4.99,229,1517,212
genre fiction,Random House LLC,958.5,958.5,4792.5,2875.5,450,Del Rey,big five,4.65,10.65,230,123,213
genre fiction,Penguin Group (USA) LLC,954.24,954.24,4771.2,2862.72,448,Dutton Adult,big five,4.66,10.65,231,75,214
genre fiction,"Amazon Digital Services,  Inc.",88.704,88.704,443.52,266.112,448,(Single-Author Publisher),single author,4.87,0.99,231,47,215
genre fiction,Simon and Schuster Digital Sales Inc,264.914,264.914,1324.57,794.742,443,Gallery Books,big five,4.75,2.99,234,468,216
genre fiction,Random House LLC,1762.236,1762.236,8811.18,5286.708,441,Bantam,big five,4.51,19.98,235,1092,217
genre fiction,Random House LLC,435.128,435.128,2175.64,1305.384,436,Bantam,big five,4.44,4.99,238,4874,218
genre fiction,"Amazon Digital Services,  Inc.",279.9225,150.7275,430.65,0,435,(Indie Publisher),indie,4.08,0.99,239,117,219
genre fiction,Penguin Group (USA) LLC,1038.334,1038.334,5191.67,3115.002,433,Putnam Adult,big five,5,11.99,240,1,220
genre fiction,Hachette Book Group,518.734,518.734,2593.67,1556.202,433,"Little, Brown and Company",big five,4.27,5.99,240,2221,221
genre fiction,"Amazon Digital Services,  Inc.",85.338,85.338,426.69,256.014,431,(Small or Medium Publisher),small/medium,4.39,0.99,241,1436,222
genre fiction,Random House LLC,85.14,85.14,425.7,255.42,430,Dell,big five,3.43,0.99,242,442,223
genre fiction,Penguin Group (USA) LLC,1021.548,1021.548,5107.74,3064.644,426,Roc,big five,0,11.99,244,0,224
genre fiction,"Amazon Digital Services,  Inc.",764.244,764.244,3821.22,2292.732,426,(Small or Medium Publisher),small/medium,4.57,8.97,244,154,225
genre fiction,Macmillan,84.15,84.15,420.75,252.45,425,Entangled: Brazen,big five,4.64,0.99,245,223,226
genre fiction,"Amazon Digital Services,  Inc.",506.331,1181.439,1687.77,0,423,(Indie Publisher),indie,4.39,3.99,246,137,227
nonfiction,Random House LLC,894.6,894.6,4473,2683.8,420,Knopf,big five,4.16,10.65,248,42,228
genre fiction,Macmillan,82.764,82.764,413.82,248.292,418,Entangled: Brazen,big five,4.45,0.99,249,55,229
nonfiction,"Amazon Digital Services,  Inc.",267.696,144.144,411.84,0,416,(Indie Publisher),indie,4.67,0.99,250,246,230
genre fiction,Random House LLC,414.17,414.17,2070.85,1242.51,415,Bantam,big five,3.69,4.99,251,5429,231
genre fiction,"Amazon Digital Services,  Inc.",507.58,507.58,2537.9,1522.74,410,(Small or Medium Publisher),small/medium,4.36,6.19,254,47,232
genre fiction,"Amazon Digital Services,  Inc.",365.976,853.944,1219.92,0,408,(Indie Publisher),indie,4.9,2.99,255,11,233
genre fiction,"Amazon Digital Services,  Inc.",337.008,337.008,1685.04,1011.024,408,(Small or Medium Publisher),small/medium,4.28,4.13,255,4511,234
nonfiction,Random House LLC,405.188,405.188,2025.94,1215.564,406,Vintage,big five,4.2,4.99,256,3452,235
nonfiction,"Amazon Digital Services,  Inc.",450.36,450.36,2251.8,1351.08,405,(Small or Medium Publisher),small/medium,4.31,5.56,257,19,236
genre fiction,HarperCollins Publishers,201.5,201.5,1007.5,604.5,403,William Morrow Paperbacks,big five,4.45,2.5,258,1594,237
genre fiction,Penguin Group (USA) LLC,854.13,854.13,4270.65,2562.39,401,Putnam Adult,big five,4.57,10.65,259,7,238
genre fiction,Penguin Group (USA) LLC,636.004,636.004,3180.02,1908.012,398,NAL,big five,4.62,7.99,261,45,239
genre fiction,"Amazon Digital Services,  Inc.",78.408,78.408,392.04,235.224,396,(Small or Medium Publisher),small/medium,4.52,0.99,262,698,240
genre fiction,"Amazon Digital Services,  Inc.",78.408,78.408,392.04,235.224,396,(Small or Medium Publisher),small/medium,4.04,0.99,262,69,241
genre fiction,"Amazon Digital Services,  Inc.",77.418,77.418,387.09,232.254,391,(Single-Author Publisher),single author,4.46,0.99,265,147,242
nonfiction,Hachette Book Group,545.22,545.22,2726.1,1635.66,390,"Little, Brown and Company",big five,4.59,6.99,266,1104,243
nonfiction,Macmillan,230.828,230.828,1154.14,692.484,386,"Farrar, Straus and Giroux",big five,4.42,2.99,268,909,244
genre fiction,Random House LLC,153.23,153.23,766.15,459.69,385,Anchor,big five,4.68,1.99,269,1636,245
genre fiction,Penguin Group (USA) LLC,612.034,612.034,3060.17,1836.102,383,Berkley,big five,4.3,7.99,270,20,246
genre fiction,"Amazon Digital Services,  Inc.",492.8235,265.3665,758.19,0,381,AmazonCrossing,amazon,4,1.99,271,224,247
nonfiction,"Amazon Digital Services,  Inc.",602.742,602.742,3013.71,1808.226,381,(Single-Author Publisher),single author,4.72,7.91,271,3189,248
genre fiction,Simon and Schuster Digital Sales Inc,227.24,227.24,1136.2,681.72,380,Margaret K. McElderry Books,big five,4.17,2.99,272,2730,249
nonfiction,Penguin Group (USA) LLC,377.244,377.244,1886.22,1131.732,378,Viking Adult,big five,4.83,4.99,273,1011,250
genre fiction,"Amazon Digital Services,  Inc.",224.848,224.848,1124.24,674.544,376,(Small or Medium Publisher),small/medium,4.12,2.99,274,247,251
genre fiction,"Amazon Digital Services,  Inc.",241.3125,129.9375,371.25,0,375,(Indie Publisher),indie,3.99,0.99,275,1474,252
genre fiction,Random House LLC,374.25,374.25,1871.25,1122.75,375,Delacorte Press,big five,4.28,4.99,275,1539,253
genre fiction,"Amazon Digital Services,  Inc.",446.481,1041.789,1488.27,0,373,(Indie Publisher),indie,4.87,3.99,276,64,254
genre fiction,Hachette Book Group,223.054,223.054,1115.27,669.162,373,Center Street,big five,4.5,2.99,276,86,255
genre fiction,"Amazon Digital Services,  Inc.",238.095,128.205,366.3,0,370,(Indie Publisher),indie,4.77,0.99,278,473,256
nonfiction,Hachette Book Group,555,555,2775,1665,370,"Little, Brown and Company",big five,4.04,7.5,278,1113,257
genre fiction,Random House LLC,220.064,220.064,1100.32,660.192,368,Delacorte Press,big five,4.24,2.99,279,4268,258
genre fiction,"Amazon Digital Services,  Inc.",328.302,766.038,1094.34,0,366,(Indie Publisher),indie,4.43,2.99,280,1101,259
genre fiction,Penguin Group (USA) LLC,877.668,877.668,4388.34,2633.004,366,Putnam Adult,big five,0,11.99,280,0,260
nonfiction,HarperCollins Publishers,816.87,816.87,4084.35,2450.61,365,Ecco,big five,4.18,11.19,281,27,261
genre fiction,"Amazon Digital Services,  Inc.",1177.3905,633.9795,1811.37,0,363,Thomas & Mercer,amazon,3.8,4.99,282,5,262
genre fiction,"Amazon Digital Services,  Inc.",217.074,217.074,1085.37,651.222,363,(Single-Author Publisher),single author,4.97,2.99,282,34,263
genre fiction,"Amazon Digital Services,  Inc.",71.478,71.478,357.39,214.434,361,(Single-Author Publisher),single author,4.62,0.99,283,27,264
genre fiction,Penguin Group (USA) LLC,215.878,215.878,1079.39,647.634,361,Berkley,big five,3.72,2.99,283,5468,265
nonfiction,Random House LLC,781.156,781.156,3905.78,2343.468,358,Crown Forum,big five,4.76,10.91,285,2236,266
genre fiction,Macmillan,212.888,212.888,1064.44,638.664,356,Minotaur Books,big five,4.73,2.99,286,94,267
nonfiction,Simon and Schuster Digital Sales Inc,141.29,141.29,706.45,423.87,355,Simon & Schuster,big five,4.53,1.99,287,143,268
genre fiction,"Amazon Digital Services,  Inc.",682.1685,367.3215,1049.49,0,351,47North,amazon,4.32,2.99,289,869,269
nonfiction,"Amazon Digital Services,  Inc.",69.498,69.498,347.49,208.494,351,(Small or Medium Publisher),small/medium,4.3,0.99,289,26,270
genre fiction,"Amazon Digital Services,  Inc.",225.225,121.275,346.5,0,350,(Indie Publisher),indie,4.18,0.99,290,109,271
genre fiction,"Amazon Digital Services,  Inc.",223.938,120.582,344.52,0,348,(Indie Publisher),indie,4.61,0.99,291,34,272
nonfiction,Simon and Schuster Digital Sales Inc,206.31,206.31,1031.55,618.93,345,Simon & Schuster,big five,4.65,2.99,293,1709,273
genre fiction,"Amazon Digital Services,  Inc.",307.671,717.899,1025.57,0,343,(Indie Publisher),indie,4.92,2.99,294,13,274
genre fiction,"Amazon Digital Services,  Inc.",662.7335,356.8565,1019.59,0,341,Montlake Romance,amazon,4.19,2.99,295,717,275
fiction,Simon and Schuster Digital Sales Inc,203.918,203.918,1019.59,611.754,341,Simon & Schuster,big five,2.89,2.99,295,735,276
genre fiction,Penguin Group (USA) LLC,774.52,774.52,3872.6,2323.56,340,Putnam Adult,big five,3.49,11.39,296,1035,277
genre fiction,"Amazon Digital Services,  Inc.",1096.303,590.317,1686.62,0,338,Montlake Romance,amazon,4.41,4.99,297,68,278
genre fiction,"Amazon Digital Services,  Inc.",1089.816,586.824,1676.64,0,336,47North,amazon,4.17,4.99,298,106,279
genre fiction,HarperCollins Publishers,133.33,133.33,666.65,399.99,335,HarperCollins,big five,4.61,1.99,299,13,280
genre fiction,Random House LLC,524.144,524.144,2620.72,1572.432,328,Broadway Books,big five,4.12,7.99,303,1874,281
genre fiction,Penguin Group (USA) LLC,575.064,575.064,2875.32,1725.192,326,Berkley,big five,4.43,8.82,304,822,282
genre fiction,"Amazon Digital Services,  Inc.",390.222,910.518,1300.74,0,326,(Indie Publisher),indie,4.67,3.99,304,448,283
fiction,HarperCollins Publishers,551.85,551.85,2759.25,1655.55,325,Harper,big five,4.3,8.49,305,869,284
genre fiction,Simon and Schuster Digital Sales Inc,322.354,322.354,1611.77,967.062,323,Margaret K. McElderry Books,big five,4.64,4.99,306,1481,285
genre fiction,Penguin Group (USA) LLC,493.698,493.698,2468.49,1481.094,321,Razorbill,big five,4.6,7.69,307,311,286
genre fiction,"Amazon Digital Services,  Inc.",285.246,665.574,950.82,0,318,(Indie Publisher),indie,4.9,2.99,309,22,287
genre fiction,"Amazon Digital Services,  Inc.",473.052,1103.788,1576.84,0,316,(Indie Publisher),indie,0,4.99,310,0,288
nonfiction,Random House LLC,408.87,408.87,2044.35,1226.61,315,Knopf,big five,4.41,6.49,311,2091,289
nonfiction,Random House LLC,374.974,374.974,1874.87,1124.922,313,Spiegel & Grau,big five,3.99,5.99,312,1483,290
genre fiction,"Amazon Digital Services,  Inc.",61.578,61.578,307.89,184.734,311,(Single-Author Publisher),single author,4.47,0.99,313,42,291
genre fiction,"Amazon Digital Services,  Inc.",199.485,107.415,306.9,0,310,(Indie Publisher),indie,4,0.99,314,22,292
genre fiction,"Amazon Digital Services,  Inc.",123.38,123.38,616.9,370.14,310,(Small or Medium Publisher),small/medium,4.33,1.99,314,101,293
genre fiction,Hachette Book Group,492.184,492.184,2460.92,1476.552,308,"Little, Brown and Company",big five,4.35,7.99,315,885,294
nonfiction,Penguin Group (USA) LLC,430.584,430.584,2152.92,1291.752,308,Gotham Books,big five,4.64,6.99,315,848,295
genre fiction,Penguin Group (USA) LLC,2065.46,2065.46,10327.3,6196.38,305,Razorbill,big five,4.78,33.86,317,19,296
nonfiction,"Amazon Digital Services,  Inc.",389.3435,209.6465,598.99,0,301,(Indie Publisher),indie,4.73,1.99,319,15,297
genre fiction,Random House LLC,297.404,297.404,1487.02,892.212,298,Dell,big five,4.4,4.99,321,3474,298
genre fiction,"Amazon Digital Services,  Inc.",267.306,623.714,891.02,0,298,(Indie Publisher),indie,4.3,2.99,321,33,299
genre fiction,"Amazon Digital Services,  Inc.",354.312,826.728,1181.04,0,296,(Indie Publisher),indie,4.77,3.99,322,255,300
nonfiction,"Amazon Digital Services,  Inc.",177.008,177.008,885.04,531.024,296,(Single-Author Publisher),single author,5,2.99,322,1,301
genre fiction,HarperCollins Publishers,354.59,354.59,1772.95,1063.77,295,Avon,big five,4.42,6.01,323,64,302
genre fiction,"Amazon Digital Services,  Inc.",189.8325,102.2175,292.05,0,295,(Indie Publisher),indie,4.09,0.99,323,40,303
genre fiction,"Amazon Digital Services,  Inc.",188.5455,101.5245,290.07,0,293,(Indie Publisher),indie,4.59,0.99,324,71,304
nonfiction,HarperCollins Christian Publishing,57.618,57.618,288.09,172.854,291,Thomas Nelson,big five,4.5,0.99,325,28,305
genre fiction,Hachette Book Group,738.92,738.92,3694.6,2216.76,290,Grand Central Publishing,big five,0,12.74,326,0,306
genre fiction,"Amazon Digital Services,  Inc.",229.824,229.824,1149.12,689.472,288,(Small or Medium Publisher),small/medium,4.52,3.99,327,544,307
genre fiction,Simon and Schuster Digital Sales Inc,341.43,341.43,1707.15,1024.29,285,Pocket Books,big five,4.44,5.99,329,725,308
genre fiction,"Amazon Digital Services,  Inc.",277.875,149.625,427.5,0,285,(Indie Publisher),indie,4.13,1.5,329,23,309
genre fiction,Hachette Book Group,414.312,414.312,2071.56,1242.936,283,"Little, Brown and Company",big five,4.36,7.32,330,2291,310
genre fiction,Simon and Schuster Digital Sales Inc,282.434,282.434,1412.17,847.302,283,Margaret K. McElderry Books,big five,4.26,4.99,330,1266,311
nonfiction,"Amazon Digital Services,  Inc.",730.038,730.038,3650.19,2190.114,281,(Small or Medium Publisher),small/medium,4.69,12.99,331,131,312
genre fiction,"Amazon Digital Services,  Inc.",901.693,485.527,1387.22,0,278,Thomas & Mercer,amazon,3.88,4.99,333,27,313
fiction,Simon and Schuster Digital Sales Inc,219.45,219.45,1097.25,658.35,275,Scribner,big five,4.2,3.99,335,4099,314
genre fiction,HarperCollins Publishers,523.614,523.614,2618.07,1570.842,273,HarperCollins,big five,4.96,9.59,336,66,315
genre fiction,"Amazon Digital Services,  Inc.",173.745,93.555,267.3,0,270,(Indie Publisher),indie,4.52,0.99,338,276,316
genre fiction,"Amazon Digital Services,  Inc.",173.745,93.555,267.3,0,270,(Indie Publisher),indie,4.42,0.99,338,154,317
nonfiction,"Amazon Digital Services,  Inc.",171.171,92.169,263.34,0,266,(Indie Publisher),indie,4.76,0.99,340,21,318
genre fiction,"Amazon Digital Services,  Inc.",299.25,698.25,997.5,0,266,(Indie Publisher),indie,4.58,3.75,340,53,319
genre fiction,Hachette Book Group,343.97,343.97,1719.85,1031.91,265,Mulholland Books,big five,3.96,6.49,341,6148,320
children,"Amazon Digital Services,  Inc.",375.564,375.564,1877.82,1126.692,263,(Small or Medium Publisher),small/medium,4.62,7.14,342,2461,321
genre fiction,"Amazon Digital Services,  Inc.",676.9035,364.4865,1041.39,0,261,Thomas & Mercer,amazon,4.3,3.99,343,485,322
genre fiction,"Amazon Digital Services,  Inc.",233.22,544.18,777.4,0,260,(Indie Publisher),indie,4.26,2.99,344,108,323
genre fiction,Simon and Schuster Digital Sales Inc,154.284,154.284,771.42,462.852,258,Gallery Books,big five,4.64,2.99,345,212,324
genre fiction,Penguin Group (USA) LLC,305.49,305.49,1527.45,916.47,255,Berkley,big five,4.8,5.99,347,10,325
genre fiction,"Amazon Digital Services,  Inc.",299.25,698.25,997.5,0,250,(Indie Publisher),indie,4.96,3.99,350,59,326
genre fiction,"Amazon Digital Services,  Inc.",199.5,199.5,997.5,598.5,250,(Small or Medium Publisher),small/medium,4.12,3.99,350,394,327
genre fiction,"Amazon Digital Services,  Inc.",49.302,49.302,246.51,147.906,249,(Single-Author Publisher),single author,4.28,0.99,351,154,328
genre fiction,Random House LLC,148.902,148.902,744.51,446.706,249,Dell,big five,4.48,2.99,351,954,329
children,"Amazon Digital Services,  Inc.",327.186,327.186,1635.93,981.558,249,(Small or Medium Publisher),small/medium,4.71,6.57,352,1724,330
genre fiction,"Amazon Digital Services,  Inc.",2093.988,1127.532,3221.52,0,248,(Indie Publisher),indie,0,12.99,353,0,331
genre fiction,HarperCollins Publishers,148.304,148.304,741.52,444.912,248,HarperTeen,big five,4.34,2.99,354,1268,332
genre fiction,"Amazon Digital Services,  Inc.",221.559,516.971,738.53,0,247,(Indie Publisher),indie,3.98,2.99,355,393,333
genre fiction,Penguin Group (USA) LLC,228.228,228.228,1141.14,684.684,247,Putnam Adult,big five,4.4,4.62,356,1732,334
genre fiction,"Amazon Digital Services,  Inc.",48.906,48.906,244.53,146.718,247,(Small or Medium Publisher),small/medium,4.2,0.99,356,10,335
genre fiction,Simon and Schuster Digital Sales Inc,245.508,245.508,1227.54,736.524,246,Margaret K. McElderry Books,big five,4.65,4.99,357,1146,336
genre fiction,"Amazon Digital Services,  Inc.",293.265,684.285,977.55,0,245,(Indie Publisher),indie,4.83,3.99,359,280,337
genre fiction,"Amazon Digital Services,  Inc.",195.51,195.51,977.55,586.53,245,(Single-Author Publisher),single author,4.69,3.99,360,1796,338
genre fiction,Hachette Book Group,339.714,339.714,1698.57,1019.142,243,Grand Central Publishing,big five,4.56,6.99,363,484,339
genre fiction,"Amazon Digital Services,  Inc.",145.314,145.314,726.57,435.942,243,(Single-Author Publisher),single author,4.76,2.99,364,21,340
genre fiction,"Amazon Digital Services,  Inc.",298.89,298.89,1494.45,896.67,243,(Small or Medium Publisher),small/medium,4.38,6.15,364,99,341
genre fiction,"Amazon Digital Services,  Inc.",289.674,675.906,965.58,0,242,(Indie Publisher),indie,4.96,3.99,366,26,342
genre fiction,Simon and Schuster Digital Sales Inc,240.518,240.518,1202.59,721.554,241,Margaret K. McElderry Books,big five,4.58,4.99,367,1275,343
genre fiction,Hachette Book Group,513.33,513.33,2566.65,1539.99,241,Grand Central Publishing,big five,4.25,10.65,368,4,344
genre fiction,Simon and Schuster Digital Sales Inc,239.52,239.52,1197.6,718.56,240,Pocket Books,big five,4.2,4.99,370,238,345
genre fiction,"Amazon Digital Services,  Inc.",47.322,47.322,236.61,141.966,239,(Single-Author Publisher),single author,4.57,0.99,371,33,346
genre fiction,"Amazon Digital Services,  Inc.",286.083,667.527,953.61,0,239,(Indie Publisher),indie,4.4,3.99,372,15,347
genre fiction,Random House LLC,308.924,308.924,1544.62,926.772,238,Random House,big five,4.61,6.49,373,1085,348
genre fiction,Random House LLC,283.926,283.926,1419.63,851.778,237,Bantam,big five,4.51,5.99,375,2278,349
genre fiction,"Amazon Digital Services,  Inc.",306.5595,165.0705,471.63,0,237,Montlake Romance,amazon,4.11,1.99,376,152,350
nonfiction,Random House LLC,236.526,236.526,1182.63,709.578,237,Bantam,big five,3.59,4.99,376,2808,351
fiction,"Amazon Digital Services,  Inc.",212.589,496.041,708.63,0,237,(Indie Publisher),indie,0,2.99,376,0,352
nonfiction,HarperCollins Christian Publishing,377.128,377.128,1885.64,1131.384,236,Thomas Nelson,big five,4.44,7.99,378,6353,353
genre fiction,Penguin Group (USA) LLC,328.53,328.53,1642.65,985.59,235,Putnam Adult,big five,4.2,6.99,380,1771,354
genre fiction,"Amazon Digital Services,  Inc.",186.732,186.732,933.66,560.196,234,(Single-Author Publisher),single author,0,3.99,381,0,355
genre fiction,Simon and Schuster Digital Sales Inc,92.734,92.734,463.67,278.202,233,Simon Pulse,big five,4.29,1.99,383,805,356
nonfiction,HarperCollins Publishers,92.336,92.336,461.68,277.008,232,It Books,big five,4.01,1.99,385,310,357
genre fiction,"Amazon Digital Services,  Inc.",277.704,647.976,925.68,0,232,(Indie Publisher),indie,4.85,3.99,385,968,358
nonfiction,Random House LLC,492.03,492.03,2460.15,1476.09,231,Ballantine Books,big five,4.54,10.65,387,24,359
nonfiction,HarperCollins Publishers,138.138,138.138,690.69,414.414,231,HarperCollins e-books,big five,4.52,2.99,388,2015,360
genre fiction,Macmillan,137.54,137.54,687.7,412.62,230,Thomas Dunne Books,big five,4.13,2.99,389,183,361
nonfiction,Random House LLC,501.86,501.86,2509.3,1505.58,230,Harmony,big five,4.19,10.91,389,991,362
genre fiction,"Amazon Digital Services,  Inc.",147.3615,79.3485,226.71,0,229,(Indie Publisher),indie,4.63,0.99,391,193,363
genre fiction,"Amazon Digital Services,  Inc.",742.7615,399.9485,1142.71,0,229,Thomas & Mercer,amazon,3.37,4.99,392,711,364
genre fiction,"Amazon Digital Services,  Inc.",591.318,318.402,909.72,0,228,Montlake Romance,amazon,4.62,3.99,393,8,365
genre fiction,HarperCollins Publishers,1180.584,1180.584,5902.92,3541.752,228,Katherine Tegen Books,big five,4.27,25.89,393,383,366
